label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,254,254,254,101,50,0,0,0,0,0,0,0,0,253,253,253,253,253,253,253,227,0,0,0,0,0,0,214,158,61,214,250,253,253,253,253,0,0,0,0,0,0,0,0,0,0,0,24,241,253,0,0,0,0,0,0,0,0,0,0,0,16,253,197,0,0,0,0,0,0,0,0,0,0,99,253,247,0,0,0,0,0,0,0,0,0,0,224,253,239,23,0,0,0,0,0,0,0,0,0,253,253,137,0,0,0,0,0,0,0,0,0,0,5,253,253,253,162,162,8,0,0,0,0,0,0,0,0,199,253,253,253,253,230,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,180,176,118,0,0,0,0,0,0,0,0,0,0,227,253,177,177,191,0,0,0,0,0,0,0,0,0,227,205,0,124,253,170,0,0,0,0,0,0,0,0,227,253,253,253,221,0,0,0,0,0,0,0,0,0,236,253,251,16,0,0,0,0,0,0,0,0,33,253,253,105,0,0,0,0,0,0,0,0,0,48,253,250,253,68,0,0,0,0,0,0,0,0,0,251,13,0,253,68,0,0,0,0,0,0,0,0,54,253,0,133,253,0,0,0,0,0,0,0,0,0,44,253,253,253,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,14,253,23,0,0,0,0,0,0,0,0,0,0,0,42,253,0,0,0,0,0,0,0,0,0,0,0,0,155,253,0,0,0,0,0,0,0,0,0,0,0,0,160,253,0,0,0,0,0,0,0,0,0,0,0,0,253,176,0,0,0,0,0,0,0,0,0,0,0,0,253,176,0,0,0,0,0,0,0,0,0,0,0,0,253,162,0,0,0,0,0,0,0,0,0,0,0,0,253,59,0,0,0,0,0,0,0,0,0,0,0,0,253,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,34,116,206,0,0,0,0,0,0,0,0,60,252,253,252,210,17,0,0,0,0,0,0,0,0,253,21,64,169,253,0,0,0,0,0,0,0,0,0,252,196,49,252,48,0,0,0,0,0,0,0,0,0,15,252,253,48,0,0,0,0,0,0,0,0,0,0,51,252,232,44,0,0,0,0,0,0,0,0,0,0,252,50,138,208,0,0,0,0,0,0,0,0,0,253,144,0,149,173,0,0,0,0,0,0,0,0,0,252,70,112,253,0,0,0,0,0,0,0,0,0,0,137,252,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,181,58,0,0,0,0,0,0,0,0,0,0,82,143,245,35,214,0,0,0,0,0,0,0,0,251,107,36,240,98,143,0,0,0,0,0,0,0,40,214,0,0,10,250,0,0,0,0,0,0,0,0,0,44,254,24,235,0,0,0,0,0,0,0,0,0,0,0,0,254,108,0,0,0,0,0,0,0,0,0,0,0,254,0,212,64,0,0,0,0,0,0,0,0,0,90,219,0,0,254,0,0,0,0,0,0,0,0,0,127,63,0,0,252,0,0,0,0,0,0,0,0,0,29,211,115,254,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,217,253,253,253,253,248,0,0,0,0,0,0,27,253,105,0,153,253,244,0,0,0,0,0,0,0,149,221,0,28,253,253,11,0,0,0,0,0,0,0,0,253,174,199,253,74,0,0,0,0,0,0,0,0,0,0,253,253,75,0,0,0,0,0,0,0,0,0,0,101,253,233,0,0,0,0,0,0,0,0,0,0,125,253,14,186,0,0,0,0,0,0,0,0,0,11,253,11,0,253,0,0,0,0,0,0,0,0,0,136,178,112,248,76,0,0,0,0,0,0,0,0,0,15,253,235,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,253,0,0,0,0,0,0,0,0,0,0,0,0,253,217,0,0,0,0,0,0,0,0,0,0,0,75,253,26,0,0,0,0,0,0,0,0,0,0,0,255,185,0,0,0,0,0,0,0,0,0,0,0,229,254,0,0,0,0,0,0,0,0,0,0,0,32,253,115,0,0,0,0,0,0,0,0,0,0,0,253,232,0,0,0,0,0,0,0,0,0,0,0,72,253,17,0,0,0,0,0,0,0,0,0,0,0,235,253,21,0,0,0,0,0,0,0,0,0,0,0,225,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,131,101,92,0,0,0,0,0,0,0,0,0,0,0,0,112,0,222,0,0,0,0,0,0,0,0,0,0,0,254,91,222,0,0,0,0,0,0,0,0,0,0,184,254,0,14,0,0,0,0,0,0,0,0,0,0,218,254,0,0,0,0,0,0,0,0,0,0,0,0,254,195,0,0,0,0,0,0,0,0,0,0,0,86,254,0,0,104,0,0,0,0,0,0,0,0,0,216,245,0,0,80,0,0,0,0,0,0,0,0,0,239,52,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,70,0,0,0,0,0,0,0,0,0,0,0,30,253,247,0,0,0,0,0,0,0,0,0,0,73,253,253,242,0,0,0,0,0,0,0,0,0,0,141,143,249,122,0,0,0,0,0,0,0,0,0,0,0,0,230,122,0,0,0,0,0,0,0,0,0,0,0,0,231,123,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,9,233,0,0,0,0,0,0,0,0,0,29,253,252,253,253,0,0,0,0,0,0,0,0,0,253,253,254,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,209,43,0,0,0,0,0,0,0,0,0,0,0,0,63,204,0,0,0,0,0,0,0,0,0,0,0,0,88,204,0,0,0,0,0,0,0,0,0,0,0,0,126,204,0,0,0,0,0,0,0,0,0,0,0,0,169,121,0,0,0,0,0,0,0,0,0,0,0,0,209,111,0,0,0,0,0,0,0,0,0,0,0,0,254,16,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,159,254,254,66,0,0,0,0,0,0,0,45,254,254,114,114,75,254,0,0,0,0,0,0,0,131,100,0,0,0,168,254,0,0,0,0,0,0,0,0,0,0,0,4,254,192,0,0,0,0,0,0,0,0,0,0,0,254,254,0,0,0,0,0,0,0,0,0,0,0,212,252,0,0,0,0,0,0,0,0,0,0,0,77,249,0,0,0,0,0,0,0,0,0,0,0,0,196,250,0,0,0,0,0,0,0,0,0,0,0,0,11,254,254,194,219,194,254,237,0,0,0,0,0,0,0,0,78,78,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,253,0,0,0,0,0,0,0,0,0,0,0,89,251,215,0,0,0,0,0,0,0,0,0,0,0,253,251,0,0,0,0,0,0,0,0,0,0,0,109,253,112,0,0,0,0,0,0,0,0,0,0,0,251,253,0,0,0,0,0,0,0,0,0,0,0,42,253,0,0,0,0,0,0,0,0,0,0,0,0,236,251,0,0,0,0,0,0,0,0,0,0,0,0,251,142,0,0,0,0,0,0,0,0,0,0,0,105,251,0,0,0,0,0,0,0,0,0,0,0,0,180,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,252,20,0,0,0,0,0,0,0,0,0,0,0,102,252,50,0,0,0,0,0,0,0,0,0,0,0,142,252,50,0,0,0,0,0,0,0,0,0,0,0,252,252,0,0,0,0,0,0,0,0,0,0,0,82,252,252,0,0,0,0,0,0,0,0,0,0,0,243,252,111,0,0,0,0,0,0,0,0,0,0,41,252,252,0,0,0,0,0,0,0,0,0,0,0,252,252,50,0,0,0,0,0,0,0,0,0,0,142,252,171,0,0,0,0,0,0,0,0,0,0,0,131,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,209,43,0,0,0,0,0,0,0,0,0,0,211,252,252,253,225,0,0,0,0,0,0,0,0,0,211,252,226,42,252,129,0,0,0,0,0,0,0,0,53,16,0,0,48,252,0,0,0,0,0,0,0,0,0,0,0,0,0,252,63,0,0,0,0,0,0,0,0,0,0,0,0,212,63,0,0,0,0,0,0,2,127,252,252,253,232,249,63,0,0,0,0,0,0,215,252,252,252,253,252,252,203,0,0,0,0,0,0,252,252,57,0,146,252,252,231,0,0,0,0,0,0,247,252,252,252,253,252,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,254,254,8,36,3,0,0,0,0,0,0,0,6,225,57,0,244,240,0,0,0,0,0,0,0,0,243,33,0,197,253,147,0,0,0,0,0,0,0,0,11,252,215,253,61,0,0,0,0,0,0,0,0,0,0,253,253,63,0,0,0,0,0,0,0,0,0,0,215,49,253,7,0,0,0,0,0,0,0,0,0,89,129,0,88,141,0,0,0,0,0,0,0,0,0,253,0,0,91,125,0,0,0,0,0,0,0,0,84,134,0,11,237,0,0,0,0,0,0,0,0,0,221,241,236,237,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,253,86,0,0,0,0,0,0,0,0,0,184,252,184,100,252,0,0,0,0,0,0,0,0,220,178,4,0,0,240,50,0,0,0,0,0,0,0,116,252,67,0,91,231,0,0,0,0,0,0,0,0,0,177,252,155,227,4,0,0,0,0,0,0,0,0,0,0,229,255,0,0,0,0,0,0,0,0,0,0,0,66,252,253,0,0,0,0,0,0,0,0,0,0,53,252,43,253,0,0,0,0,0,0,0,0,0,0,244,33,114,209,0,0,0,0,0,0,0,0,0,0,252,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,66,0,10,242,0,0,0,0,0,0,0,0,123,253,252,253,72,253,0,0,0,0,0,0,0,16,253,0,0,166,229,201,0,0,0,0,0,0,0,0,252,38,0,204,252,0,0,0,0,0,0,0,0,0,85,255,253,214,0,0,0,0,0,0,0,0,0,0,29,253,252,0,0,0,0,0,0,0,0,0,0,0,253,114,253,63,0,0,0,0,0,0,0,0,0,253,80,13,252,0,0,0,0,0,0,0,0,0,86,251,0,104,206,0,0,0,0,0,0,0,0,0,110,253,252,244,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,1,0,0,0,0,0,0,0,0,0,0,0,0,253,30,0,0,0,0,0,0,0,0,0,0,0,135,253,0,0,0,0,0,0,0,0,0,0,0,0,208,166,0,0,0,0,0,0,0,0,0,0,0,14,253,33,0,0,0,0,0,0,0,0,0,0,0,186,235,0,0,0,0,0,0,0,0,0,0,0,0,220,123,0,0,0,0,0,0,0,0,0,0,0,125,185,0,0,0,0,0,0,0,0,0,0,0,0,253,33,0,0,0,0,0,0,0,0,0,0,0,249,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,4,0,0,0,0,0,0,0,0,0,0,0,0,250,95,0,0,0,0,0,0,0,0,0,0,0,0,250,95,0,0,0,0,0,0,0,0,0,0,0,0,250,95,0,0,0,0,0,0,0,0,0,0,0,0,250,95,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,250,32,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,250,95,0,0,0,0,0,0,0,0,0,0,0,0,132,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,149,0,0,0,0,0,0,0,0,0,0,0,0,32,188,0,0,0,0,0,0,0,0,0,0,0,0,32,253,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,221,158,0,0,0,0,0,0,0,0,0,0,0,0,64,242,0,0,0,0,0,0,0,0,0,0,0,0,64,255,0,0,0,0,0,0,0,0,0,0,0,0,0,253,63,0,0,0,0,0,0,0,0,0,0,0,0,96,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,228,0,0,0,0,0,0,0,0,0,0,0,188,253,17,0,0,0,0,0,0,0,0,0,0,3,253,245,0,0,0,0,0,0,0,0,0,0,0,141,253,0,0,0,0,0,0,0,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,102,253,110,0,0,0,0,0,0,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,253,240,0,0,0,0,0,0,0,0,0,0,0,32,253,224,0,0,0,0,0,0,0,0,0,0,0,36,253,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,247,254,254,51,0,0,0,0,0,0,0,0,0,0,0,0,254,129,0,0,0,0,0,0,0,0,0,0,0,6,247,131,0,0,0,0,0,0,0,0,0,0,142,254,85,0,0,0,0,0,0,0,0,0,0,64,249,0,0,0,0,40,72,168,254,0,0,0,0,6,254,251,245,254,254,248,227,119,8,0,0,0,0,0,0,124,151,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
