label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,78,54,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,163,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,72,41,0,0,0,0,0,0,0,0,0,0,0,11,224,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,132,102,31,51,113,113,132,0,0,0,0,0,11,173,254,254,102,0,0,0,163,0,0,0,0,173,255,224,0,0,0,0,0,0,0,0,0,0,0,102,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,252,66,0,0,0,0,0,0,0,0,0,0,0,0,252,252,0,0,0,0,0,0,0,0,0,0,0,0,193,252,39,0,0,0,0,0,0,0,0,0,0,0,10,252,226,0,0,0,0,0,0,0,0,0,0,0,0,195,253,19,0,0,0,0,0,0,0,0,0,0,0,158,253,121,0,0,0,0,0,0,0,0,0,0,0,4,253,252,0,0,0,0,0,0,0,0,0,0,0,0,253,252,31,0,0,0,0,0,0,0,0,0,0,0,125,252,197,0,0,0,0,0,0,0,0,0,0,0,5,233,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,68,186,122,0,0,0,0,0,0,0,0,0,0,0,0,0,114,24,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,159,246,242,59,95,0,0,0,0,0,0,0,0,28,103,0,0,254,18,0,0,0,0,0,0,0,0,37,50,56,245,30,227,58,0,0,0,0,0,0,0,0,137,94,3,0,0,102,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,103,0,0,0,0,0,0,0,0,0,0,0,0,254,199,0,0,0,0,0,0,0,0,0,0,0,0,254,73,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,100,243,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,29,144,0,0,0,0,0,0,0,0,0,0,0,0,8,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,47,0,0,0,0,0,0,0,0,0,0,0,184,253,253,253,253,253,25,0,0,0,0,0,0,138,253,19,0,0,0,155,211,0,0,0,0,0,0,105,253,0,0,0,34,253,160,0,0,0,0,0,0,0,198,207,34,235,253,139,0,0,0,0,0,0,0,0,102,253,253,77,0,0,0,0,0,0,0,26,230,253,185,64,253,21,0,0,0,0,0,0,0,253,253,93,159,253,253,15,0,0,0,0,0,0,0,0,115,206,206,206,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,253,253,135,218,253,54,0,0,0,0,0,0,0,82,182,0,0,0,3,253,0,0,0,0,0,0,0,0,0,0,0,0,0,117,170,0,0,0,0,0,0,0,0,0,0,0,0,48,170,0,0,0,0,0,0,0,0,0,0,0,0,166,88,0,0,0,0,0,0,0,0,0,0,0,5,253,0,0,0,0,0,0,0,4,130,6,0,0,189,146,0,0,0,0,0,0,24,253,102,210,253,166,251,0,0,0,0,0,0,0,36,239,10,47,238,253,251,29,0,0,0,0,0,0,0,50,253,253,108,0,83,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,105,0,0,0,0,0,0,0,0,0,0,0,0,253,158,0,0,0,0,0,0,0,0,0,0,0,0,253,158,0,0,0,0,0,0,0,0,0,0,0,0,253,158,0,0,0,0,0,0,0,0,0,0,0,0,253,218,0,0,0,0,0,0,0,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,253,158,0,0,0,0,0,0,0,0,0,0,0,12,253,74,0,0,0,0,0,0,0,0,0,0,0,21,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,128,140,58,0,0,0,0,0,0,0,0,0,198,229,33,20,124,247,0,0,0,0,0,0,0,242,126,0,0,0,0,199,72,0,0,0,0,0,0,103,19,0,0,0,0,244,12,0,0,0,0,0,0,0,0,0,0,0,120,142,0,0,0,0,0,0,0,0,0,0,0,120,183,0,0,0,0,0,0,0,0,0,0,0,194,207,16,0,0,0,18,0,0,0,0,0,0,69,130,83,83,141,154,214,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,55,192,8,0,0,0,0,0,0,0,0,151,254,254,254,254,225,0,0,0,0,0,0,0,0,238,166,18,0,114,254,0,0,0,0,0,0,0,0,0,0,0,0,8,254,0,0,0,0,0,0,0,0,0,0,0,0,188,250,0,0,0,0,0,0,0,0,0,0,0,0,254,102,0,0,0,0,0,0,0,0,0,0,0,211,254,0,0,0,0,0,0,0,0,68,254,254,254,254,254,27,0,0,0,0,0,0,0,254,254,254,254,98,218,254,154,0,0,0,0,0,0,254,254,252,13,0,0,21,179,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,98,178,19,0,0,0,0,0,0,0,50,197,183,0,81,254,91,0,0,0,0,0,0,254,217,4,0,202,241,8,0,0,0,0,0,0,246,209,0,0,241,221,0,0,0,0,0,0,0,0,219,233,39,204,205,0,0,0,0,0,0,0,0,0,0,84,245,254,207,9,0,0,0,0,0,0,0,0,0,0,254,99,0,225,130,0,0,0,0,0,0,0,0,0,254,18,0,0,254,0,0,0,0,0,0,0,0,0,214,78,0,1,244,0,0,0,0,0,0,0,0,0,0,238,119,254,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,10,253,0,0,0,0,0,0,0,0,0,0,0,0,254,253,0,0,0,0,0,0,0,0,0,0,0,43,254,53,0,0,0,0,0,0,0,0,0,0,0,253,254,0,0,0,0,0,0,0,0,0,0,0,11,253,223,0,0,0,0,0,0,0,0,0,0,0,19,253,200,0,0,0,0,0,0,0,0,0,0,0,215,253,0,0,0,0,0,0,0,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,73,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,251,0,0,0,0,0,0,0,0,0,0,0,0,190,251,0,0,0,0,0,0,0,0,0,0,0,0,191,253,195,0,0,0,0,0,0,0,0,0,0,0,190,251,253,0,0,0,0,0,0,0,0,0,0,0,32,251,253,0,0,0,0,0,0,0,0,0,0,0,32,251,253,0,0,0,0,0,0,0,0,0,0,0,32,251,253,0,0,0,0,0,0,0,0,0,0,0,20,253,255,126,0,0,0,0,0,0,0,0,0,0,0,221,253,188,0,0,0,0,0,0,0,0,0,0,0,24,153,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,86,11,0,0,0,0,0,0,0,0,0,0,0,0,184,252,0,0,0,0,0,0,0,0,0,0,0,0,131,252,0,0,0,0,0,0,0,0,0,0,0,0,0,252,113,0,0,0,0,0,0,0,0,0,0,0,0,21,252,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,227,45,0,0,0,0,0,0,0,0,0,0,0,0,57,150,0,0,0,0,0,0,0,0,0,0,0,0,47,160,0,0,0,0,0,0,0,0,0,0,0,0,47,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,57,254,199,213,236,8,0,0,0,0,0,0,254,254,172,0,0,0,154,254,0,0,0,0,0,0,118,17,0,0,0,0,28,199,0,0,0,0,0,0,0,0,0,0,0,0,5,254,0,0,0,0,0,0,0,0,0,0,0,0,228,254,0,0,0,0,0,0,0,0,96,96,16,0,254,140,0,0,0,0,0,0,220,254,124,69,5,252,254,0,0,0,0,0,0,46,254,65,0,0,199,208,238,35,0,0,0,0,0,254,254,0,84,239,85,0,0,36,0,0,0,0,0,3,106,149,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,162,0,0,0,0,0,0,0,0,0,0,0,9,254,88,0,0,0,0,0,0,0,0,0,0,0,254,254,0,0,0,0,0,0,0,0,0,0,0,112,254,8,0,0,0,0,0,0,0,0,0,0,0,254,161,0,0,0,0,0,0,0,0,0,0,0,241,254,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,133,254,0,0,0,0,0,0,0,0,0,0,0,0,39,254,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,247,253,254,6,0,0,0,0,0,0,0,0,43,253,10,0,254,78,0,0,0,0,0,0,0,0,206,58,0,254,218,0,0,0,0,0,0,0,0,0,175,223,253,253,146,0,0,0,0,0,0,0,0,0,71,253,253,27,0,0,0,0,0,0,0,0,0,0,241,207,253,24,0,0,0,0,0,0,0,0,7,254,116,0,72,250,0,0,0,0,0,0,0,0,197,218,0,0,43,244,0,0,0,0,0,0,0,0,253,79,79,205,253,6,0,0,0,0,0,0,0,0,47,254,222,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,197,0,0,0,0,0,0,0,0,0,23,254,255,237,238,249,0,0,0,0,0,0,0,37,254,248,7,0,0,254,5,0,0,0,0,0,0,254,248,2,0,0,0,254,0,0,0,0,0,0,0,74,5,0,0,0,132,223,0,0,0,0,0,0,0,0,0,0,17,90,254,101,0,0,0,0,0,0,0,0,0,149,254,254,254,0,0,0,0,0,0,0,0,0,9,254,254,254,95,198,0,0,0,0,0,0,0,0,9,254,254,21,0,254,0,0,0,0,0,0,0,0,0,150,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,242,252,252,252,252,252,93,0,0,0,0,0,0,240,252,39,39,0,107,252,30,0,0,0,0,0,0,56,252,196,0,180,252,52,0,0,0,0,0,0,0,0,196,252,252,252,153,0,0,0,0,0,0,0,0,0,0,90,252,252,110,0,0,0,0,0,0,0,0,0,0,252,195,247,206,0,0,0,0,0,0,0,0,0,166,252,0,0,252,56,0,0,0,0,0,0,0,0,238,252,0,0,252,66,0,0,0,0,0,0,0,0,103,252,160,247,252,0,0,0,0,0,0,0,0,0,0,76,252,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,255,255,11,0,0,0,0,0,0,0,87,254,228,120,0,77,125,0,0,0,0,0,0,0,123,254,179,0,0,249,32,0,0,0,0,0,0,0,0,227,235,0,231,178,0,0,0,0,0,0,0,0,0,0,254,251,177,0,0,0,0,0,0,0,0,0,0,52,254,254,0,0,0,0,0,0,0,0,0,0,50,252,0,254,52,0,0,0,0,0,0,0,0,0,252,31,0,227,215,0,0,0,0,0,0,0,0,0,254,0,0,134,249,0,0,0,0,0,0,0,0,0,128,254,254,254,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,254,24,0,0,0,0,0,0,0,0,0,0,0,132,254,30,0,0,0,0,0,0,0,0,0,0,0,132,254,14,0,0,0,0,0,0,0,0,0,0,0,254,254,0,0,0,0,0,0,0,0,0,0,0,0,254,247,0,0,0,0,0,0,0,0,0,0,0,0,254,231,0,0,0,0,0,0,0,0,0,0,0,0,254,231,0,0,0,0,0,0,0,0,0,0,0,0,254,231,0,0,0,0,0,0,0,0,0,0,0,0,254,231,0,0,0,0,0,0,0,0,0,0,0,0,255,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,251,251,0,0,0,0,0,0,0,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,190,251,157,0,0,0,0,0,0,0,0,0,0,27,251,251,0,0,0,0,0,0,0,0,0,0,0,37,251,251,0,0,0,0,0,0,0,0,0,0,0,217,251,107,0,0,0,0,0,0,0,0,0,0,73,253,253,0,0,0,0,0,0,0,0,0,0,0,253,251,225,0,0,0,0,0,0,0,0,0,0,0,124,225,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
